,horizon,mse,rmse,mae,mdape,smape,coverage
390,573 days,1.197308922315601,1.0942161223065583,0.8768992062260099,0.026132935289680356,0.03114826424540815,0.965296803652968
391,574 days,1.8956238184791194,1.376816552224413,0.9001200644512914,0.026112938755954922,0.03288573199780931,0.965296803652968
392,575 days,2.5904466741094865,1.6094864628537533,0.922469467197184,0.026043771831490828,0.03459609215864762,0.9643835616438357
393,576 days,3.2877969727805394,1.813228328915181,0.9466371420355356,0.02599567387106353,0.03637082097923575,0.9634703196347032
394,577 days,3.285350641289942,1.81255362439017,0.9458774712007408,0.025802324611327657,0.036330240429787226,0.9634703196347032
395,578 days,3.285070833365972,1.8124764366374455,0.9457389117475289,0.025783471049185103,0.036312262178685974,0.963013698630137
396,579 days,3.2904363173573,1.8139559855071732,0.9484626265514473,0.02599567387106353,0.03639609120082271,0.9639269406392694
397,580 days,3.294303724057683,1.8150216869386666,0.9506187419776547,0.026112938755954922,0.0364584397330619,0.9648401826484019
398,581 days,3.2916033037643526,1.8142776258787827,0.9500158549106055,0.026132935289680356,0.036421190495528916,0.965296803652968
399,582 days,3.2936773302823994,1.8148491205283153,0.9510425779588136,0.026167536395025608,0.036448117174032846,0.965296803652968
400,583 days,3.2915788262134758,1.81427088005443,0.9498465409658635,0.026112938755954922,0.036393267883082316,0.965296803652968
401,584 days,3.287969731574466,1.8132759667448488,0.9480368933704348,0.02610120336809388,0.03631510392088151,0.965296803652968
402,585 days,3.2868587322487186,1.8129695894439926,0.9475505429743027,0.026112938755954922,0.0362873983071042,0.965296803652968
403,586 days,3.286215092943613,1.8127920710725798,0.9471575485360686,0.02610120336809388,0.036261238596872546,0.965296803652968
404,587 days,3.286274003155726,1.8128083194744353,0.9479688009618052,0.026112938755954922,0.036276505602673294,0.9657534246575342
405,588 days,3.284492366983065,1.8123168506039624,0.9490677239877587,0.02627623673905524,0.03629714291931232,0.9666666666666667
406,589 days,3.274347828263045,1.8095159099226084,0.9467638286589349,0.026167536395025608,0.03619332640340589,0.9675799086757991
407,590 days,3.2601903632652753,1.8055997239879262,0.9428109393603147,0.026132935289680356,0.03602795091933029,0.9684931506849315
408,591 days,3.247524218385358,1.8020888486379794,0.9401178045833583,0.02610120336809388,0.03590952363890181,0.9694063926940639
409,592 days,3.238088814093657,1.7994690367143462,0.9377072064074978,0.02610120336809388,0.035805948880507164,0.9703196347031964
410,593 days,3.230138032041987,1.7972584766922055,0.9358975154864506,0.026043771831490828,0.03572735521783471,0.9712328767123287
411,594 days,3.229766150424148,1.7971550156912308,0.936829954387847,0.026167536395025608,0.035750372938637635,0.9721461187214612
412,595 days,3.228012614791116,1.7966670851304412,0.9358893815234167,0.026132935289680356,0.03570916040461446,0.9726027397260274
413,596 days,3.2247241740035144,1.7957517016568616,0.9340425896830248,0.026043771831490828,0.03563526687652372,0.9726027397260274
414,597 days,3.2220286696956566,1.7950010221990562,0.9330036627449663,0.02610120336809388,0.03559081847392948,0.9730593607305936
415,598 days,3.218219001265949,1.7939395199576682,0.9308887260538651,0.025802324611327657,0.03550521127110938,0.9735159817351599
416,599 days,3.2176236566305456,1.79377358009046,0.9307196805438497,0.026043771831490828,0.03549129986095189,0.9735159817351599
417,600 days,3.2191823178518977,1.7942079918035974,0.9319744664091201,0.02610120336809388,0.03553049795396568,0.9735159817351599
418,601 days,3.2262336788253787,1.7961719513524808,0.9353964974665286,0.026167536395025608,0.03564998390775176,0.9739726027397261
419,602 days,3.2299600550211984,1.7972089625364098,0.9377175007538544,0.02632747349468083,0.03572741166479941,0.9744292237442922
420,603 days,3.2362361974545415,1.7989541954854051,0.940851980678292,0.026397618056634924,0.035835949295405324,0.9744292237442922
421,604 days,3.2384359661246678,1.7995654937024848,0.9420303993247229,0.026603653774004542,0.03587182927019355,0.9744292237442922
422,605 days,3.240913745898465,1.800253800412171,0.9421423041244454,0.02668282331523815,0.03586724208235045,0.9744292237442922
423,606 days,3.23992594132929,1.7999794280294679,0.9417327436546536,0.02644537174194658,0.03584653753101733,0.9744292237442922
424,607 days,3.2388957208250346,1.7996932296436063,0.9411796482962894,0.026603653774004542,0.03582123080649131,0.9748858447488584
425,608 days,3.23441646245039,1.7984483485633915,0.9393383914526969,0.026603653774004542,0.035748293954801724,0.9753424657534246
426,609 days,3.238420731235575,1.799561260762071,0.9417754279234511,0.02668282331523815,0.0358305038805144,0.9753424657534246
427,610 days,3.2481969511846343,1.802275492588365,0.9465443817625735,0.02731276782879379,0.03599811622366928,0.9753424657534246
428,611 days,3.2507876586667335,1.8029940817059642,0.9484062677179387,0.02731276782879379,0.036064014073518176,0.9753424657534246
429,612 days,3.2544851098559935,1.8040191545147168,0.9502585703894093,0.027686371340048452,0.036128634367262935,0.9753424657534246
430,613 days,3.2597332961347503,1.805473150211531,0.9520195388725451,0.027767702587456346,0.036191781743088215,0.9757990867579909
431,614 days,3.2540453130995592,1.803897256802493,0.9508525259703435,0.027686371340048452,0.03614312661846702,0.9767123287671233
432,615 days,3.2483859973951232,1.8023279383605868,0.949375092210903,0.027683403619553792,0.036080500773297504,0.9771689497716894
433,616 days,3.2449449981356238,1.8013730868800122,0.947594443203778,0.027548017805916692,0.0360104444237415,0.9776255707762557
434,617 days,3.2392070066069785,1.7997797105776525,0.9445534676549703,0.02731276782879379,0.03589779498241398,0.9780821917808219
435,618 days,3.24102931228032,1.8002858973730589,0.944924425785567,0.027475528241956957,0.03591128361805423,0.9780821917808219
436,619 days,3.2540309569142822,1.8038932775844259,0.9484118414549463,0.027548017805916692,0.03604306458812797,0.9771689497716894
437,620 days,3.2525359356212187,1.8034788425765407,0.948158775860294,0.027548017805916692,0.03603474413590142,0.9771689497716894
438,621 days,3.2495348013547134,1.802646610224731,0.9470836361831053,0.027683403619553792,0.03599517380405542,0.9776255707762557
439,622 days,3.2551458328270364,1.8042022704860552,0.9499667967796702,0.027767702587456346,0.036099218541015464,0.9780821917808219
440,623 days,3.2536756072809045,1.803794779702199,0.9499817847079358,0.02783589264837371,0.03610059883899278,0.9780821917808219
441,624 days,3.2503566699560067,1.8028745574653846,0.94834966098877,0.02783589264837371,0.03604370137995362,0.9785388127853881
442,625 days,3.2384864288535162,1.7995795144570623,0.9455789411471213,0.027686371340048452,0.03594252094051105,0.9794520547945206
443,626 days,3.2301199314821005,1.7972534410822811,0.9438892666445602,0.027683403619553792,0.03588157258682764,0.9799086757990868
444,627 days,3.231568588351881,1.7976564155454962,0.9448196271773784,0.027683403619553792,0.03591851276555177,0.9799086757990868
445,628 days,3.2309611817417943,1.7974874635840423,0.9449305346185333,0.02783589264837371,0.03592260121821885,0.9803652968036529
446,629 days,3.225688683197006,1.796020234629055,0.9430912058861953,0.027683403619553792,0.03585676923682141,0.9808219178082191
447,630 days,3.226635501364439,1.796283803123671,0.9446233895418529,0.02783589264837371,0.03591346919605137,0.9808219178082191
448,631 days,3.2262128070759766,1.7961661412786893,0.944966247634152,0.027977714227700394,0.03592695162314687,0.9808219178082191
449,632 days,3.2262217832325195,1.7961686399758012,0.9456350787186663,0.027977714227700394,0.035952514984120346,0.9808219178082191
450,633 days,3.226113900478833,1.7961386083704212,0.9456840757173536,0.027977714227700394,0.035956498066680775,0.9808219178082191
451,634 days,3.220737898907969,1.7946414402069204,0.9428255386098879,0.027919283031854095,0.03585648954974468,0.9808219178082191
452,635 days,3.219200745996286,1.794213127250017,0.9416330084932851,0.02783589264837371,0.03581577870989139,0.9808219178082191
453,636 days,3.2172915355226808,1.793681001606105,0.9410009302250919,0.027686371340048452,0.03579506072809967,0.9812785388127854
454,637 days,3.216189952953311,1.7933739021613175,0.9404940801447166,0.02783589264837371,0.035779684155841075,0.9817351598173516
455,638 days,3.2172591366942944,1.793671970203664,0.9413054407196663,0.027848536008611015,0.03581542794817343,0.9817351598173516
456,639 days,3.2117658601895362,1.792140022484163,0.9401221450397672,0.027977714227700394,0.03577760467706609,0.9821917808219178
457,640 days,3.2033556869930635,1.789792079263137,0.9369054991571516,0.02783589264837371,0.035667007910574686,0.9831050228310503
458,641 days,3.197278662772254,1.7880935833373637,0.9341380948275562,0.027686371340048452,0.03557301741185445,0.9840182648401826
459,642 days,3.194439129593084,1.7872993956226484,0.9331131466812101,0.02783589264837371,0.03554137657346772,0.9844748858447488
460,643 days,3.196223815409895,1.7877985947555433,0.9339148138012139,0.027767702587456346,0.03557578190703982,0.9844748858447488
461,644 days,3.1921140757647484,1.786648839521843,0.9321020434280993,0.027686371340048452,0.03551751881745959,0.9849315068493151
462,645 days,3.1872617389738376,1.7852903794547927,0.9303662290302083,0.027683403619553792,0.03546217512123175,0.9853881278538813
463,646 days,3.186078901670284,1.784959075628986,0.930076636125986,0.027683403619553792,0.035458349681189424,0.9853881278538813
464,647 days,3.1923899852669235,1.7867260521039379,0.9329488273796496,0.027686371340048452,0.035571040073159525,0.9858447488584475
465,648 days,3.190260551492082,1.7861300488744043,0.9329346223452603,0.027767702587456346,0.03557694750559737,0.9863013698630136
466,649 days,3.1885099509829713,1.785639927584218,0.9323811432750958,0.027683403619553792,0.035563076922978706,0.9863013698630136
467,650 days,3.190061717398159,1.7860743874201206,0.9329834172657079,0.027686371340048452,0.03559154524835189,0.9863013698630136
468,651 days,3.1880577968067474,1.7855133146540094,0.9323396050425247,0.02783589264837371,0.03557556339640898,0.9867579908675799
469,652 days,3.1847001937637325,1.7845728322945333,0.9311741523125979,0.027767702587456346,0.035544135646034564,0.9876712328767123
470,653 days,3.179394515810111,1.7830856725940318,0.9287233095733085,0.027767702587456346,0.0354641832815787,0.9881278538812786
471,654 days,3.163699827888121,1.778679236930628,0.9267042166623694,0.027686371340048452,0.035397206373664565,0.9885844748858448
472,655 days,3.150735970082051,1.775031258902798,0.9252908633443143,0.027686371340048452,0.03535114040038044,0.989041095890411
473,656 days,3.1505647503614562,1.7749830281896941,0.9254087353637601,0.027686371340048452,0.03536360739501301,0.989041095890411
474,657 days,3.1509350244963534,1.7750873286957893,0.9256133096942755,0.027767702587456346,0.0353790380499913,0.989041095890411
475,658 days,3.1563791509495753,1.7766201481885697,0.9276187184867458,0.02783589264837371,0.03546381174637196,0.9881278538812786
476,659 days,3.156743347460501,1.7767226422434372,0.9276739826495329,0.027848536008611015,0.03547526028196684,0.9881278538812786
477,660 days,3.1579602100082402,1.7770650550861216,0.9278103883647869,0.02783589264837371,0.03549202843300878,0.9881278538812786
478,661 days,3.1609970701973604,1.7779193092481336,0.9293039776538652,0.027848536008611015,0.035558942648421084,0.9881278538812786
479,662 days,3.164046960448645,1.7787768158059192,0.9312540797549996,0.027977714227700394,0.03563977146321023,0.9881278538812786
480,663 days,3.16451546287349,1.7789085032326677,0.932028722412221,0.028144114032707092,0.035676494609410206,0.9881278538812786
481,664 days,3.1652930409211297,1.7791270446264174,0.9330185780718173,0.028208578056285426,0.03572329060474536,0.9881278538812786
482,665 days,3.1653127244039094,1.7791325763989343,0.9333327285582043,0.028342718747910247,0.0357461596929496,0.9881278538812786
483,666 days,3.165568107172703,1.7792043466596812,0.9338520989639031,0.02858178088699906,0.0357765036444585,0.9881278538812786
484,667 days,3.1645060016212017,1.7789058439448675,0.9335843971989922,0.028501919201192646,0.0357789399357541,0.9881278538812786
485,668 days,3.1648128234993003,1.7789920807859996,0.9338989820533378,0.028603886969014728,0.035800586245631004,0.9881278538812786
486,669 days,3.169080085739181,1.7801910250698325,0.9361347543106913,0.028618090455992264,0.03589212595050059,0.9881278538812786
487,670 days,3.1773576601784064,1.782514420749074,0.938377873340247,0.028928543573790384,0.03599164980183417,0.9872146118721461
488,671 days,3.1754835044048595,1.781988637563343,0.9371651118724863,0.028648827125047644,0.03596023579314934,0.9872146118721461
489,672 days,3.1751622425482684,1.7818984938958415,0.9367580134347883,0.028648827125047644,0.03595839359259106,0.9872146118721461
490,673 days,3.174685302293522,1.7817646596263834,0.9369212804097571,0.028946696531540826,0.03597798902130114,0.9872146118721461
491,674 days,3.171486367280502,1.7808667460763317,0.935203602082608,0.028648827125047644,0.03593000110763547,0.9872146118721461
492,675 days,3.1689770288428085,1.7801620793744621,0.9330766823275477,0.028618090455992264,0.0358651398543319,0.9872146118721461
493,676 days,3.166263396983303,1.7793997293984574,0.9310872971319861,0.028603886969014728,0.03580499657802332,0.9872146118721461
494,677 days,3.166637268957237,1.7795047819427845,0.9302867258689819,0.02858178088699906,0.03579214596720348,0.9872146118721461
495,678 days,3.1635024011849766,1.778623737945993,0.9284722195818335,0.02844226379756729,0.03573970800695315,0.9872146118721461
496,679 days,3.1601286862678966,1.7776750789353764,0.9266887104043312,0.028342718747910247,0.03568882375365805,0.9872146118721461
497,680 days,3.1571105307224165,1.7768259708599536,0.9254624605647253,0.02803526629252871,0.03565936425500063,0.9872146118721461
498,681 days,3.158191382274401,1.7771300971719546,0.9258941035300396,0.027977714227700394,0.035690169320604405,0.9872146118721461
499,682 days,3.155537687629231,1.776383316637834,0.9246190260294735,0.027919283031854095,0.0356578504971209,0.9872146118721461
500,683 days,3.153143260208635,1.775709227381734,0.9234006091280061,0.027851594940273408,0.03562647216942504,0.9872146118721461
501,684 days,3.1533519641778023,1.7757679927788435,0.9232768243706628,0.027851594940273408,0.03563092682452393,0.9872146118721461
502,685 days,3.193118668018804,1.7869299561031495,0.9288564371763627,0.027977714227700394,0.035863529095864564,0.9863013698630136
503,686 days,3.1919104176850968,1.7865918441784896,0.9281791325873011,0.027919283031854095,0.035847838337576945,0.9863013698630136
504,687 days,3.191603077059231,1.7865058290023101,0.9282791388597054,0.027919283031854095,0.03586076394633918,0.9863013698630136
505,688 days,3.1904510904486334,1.7861833865671894,0.9278314134868695,0.027977714227700394,0.03585519011582309,0.9863013698630136
506,689 days,3.1929609530327148,1.7868858254048339,0.9292849918408904,0.02803526629252871,0.03592024319724686,0.9863013698630136
507,690 days,3.191621549913106,1.7865109991021904,0.9291732340409252,0.028342718747910247,0.03592548167486321,0.9863013698630136
508,691 days,3.190676402738803,1.7862464563264508,0.9285788080589905,0.028208578056285426,0.03591328033190318,0.9863013698630136
509,692 days,3.189274356118293,1.7858539571079974,0.9277139082667466,0.027977714227700394,0.035894493509550936,0.9863013698630136
510,693 days,3.184841987989521,1.7846125596301066,0.9250112205713592,0.027767702587456346,0.03581252712073792,0.9863013698630136
511,694 days,3.180430718807002,1.7833762134802074,0.9221774731067792,0.027548017805916692,0.03572516471118648,0.9863013698630136
512,695 days,3.177717342367287,1.782615309697324,0.9202770331751016,0.027475528241956957,0.03567005206139001,0.9863013698630136
513,696 days,3.1734718590605553,1.7814241098235297,0.9177390446849343,0.026972995946758203,0.03559151805447719,0.9863013698630136
514,697 days,3.1690952596474875,1.7801952869411513,0.9163555619238646,0.026972995946758203,0.0355557949644868,0.9863013698630136
515,698 days,3.1656915026912693,1.779239023484835,0.915416853625371,0.026972995946758203,0.03553560221917651,0.9867579908675799
516,699 days,3.1629086382106713,1.778456813704137,0.9150957147552753,0.027606340836798467,0.035537609232202665,0.9872146118721461
517,700 days,3.159229847293616,1.777422247889796,0.9137963954925494,0.027606340836798467,0.03550479775586852,0.9872146118721461
518,701 days,3.156190176190475,1.7765669636100057,0.9121373908139522,0.027475528241956957,0.035466867282382464,0.9872146118721461
519,702 days,3.149984277990387,1.774819505749919,0.9093056647890309,0.026769065901975624,0.03538246521130643,0.9872146118721461
520,703 days,3.146934818823129,1.7739602077902223,0.9075280561739681,0.02668282331523815,0.035331745294744615,0.9872146118721461
521,704 days,3.1439766489681293,1.7731262360497995,0.9061043166640117,0.026603653774004542,0.03529441173391458,0.9872146118721461
522,705 days,3.133956990983897,1.7702985598434793,0.9014443854068757,0.026394323293021955,0.035141084412897435,0.9876712328767123
523,706 days,3.126242921970669,1.7681184694388181,0.898145536033824,0.026368126985868,0.03503696246331795,0.9881278538812786
524,707 days,3.1194777701963505,1.766204339875868,0.8952447495087029,0.026278384122263857,0.03494703976245182,0.9885844748858448
525,708 days,3.111269419118253,1.7638790829074007,0.8926737938203176,0.02613023058918123,0.034869789025492454,0.989041095890411
526,709 days,3.1039963474351633,1.7618162070531544,0.8904350317992324,0.02613023058918123,0.034803105399490906,0.989041095890411
527,710 days,3.099616261547503,1.760572708395624,0.8900699546695533,0.02628531292457342,0.03480191835427719,0.9894977168949771
528,711 days,3.0891822530099646,1.7576069677291237,0.8865834089731562,0.026278384122263857,0.03468558713340778,0.9899543378995433
529,712 days,3.085123987459684,1.7564521022389663,0.8848694859069126,0.026278384122263857,0.034640931927062836,0.9904109589041096
530,713 days,3.0831148356857474,1.7558800744030747,0.8825587832363029,0.02610120336809388,0.03457435457732422,0.9908675799086758
531,714 days,3.09659989625335,1.7597158566806603,0.8838975333722009,0.02610120336809388,0.034646929902317186,0.9899543378995433
532,715 days,3.106267395898018,1.7624606083251955,0.8850164090687334,0.026080834586191662,0.0347133798689592,0.989041095890411
533,716 days,3.1045463506736786,1.7619722899846293,0.8830440790361186,0.02599567387106353,0.034656855621976644,0.989041095890411
534,717 days,3.1029822537020864,1.761528385721356,0.8822027391698233,0.02599567387106353,0.0346362807963457,0.989041095890411
535,718 days,3.108509688016241,1.7630966190246753,0.8838237598550929,0.02599567387106353,0.03471071217477535,0.9881278538812786
536,719 days,3.11034090062141,1.7636158597102176,0.8839459968159984,0.025988592541166824,0.034727443761262806,0.9881278538812786
537,720 days,3.1111377474854116,1.7638417580626136,0.8840154826700922,0.025987839303847765,0.03474313880975512,0.9881278538812786
538,721 days,3.1115991882388334,1.7639725588111719,0.8844069729903801,0.02599567387106353,0.03477080007389503,0.9881278538812786
539,722 days,3.1107008323853615,1.763717900454991,0.8835385393471537,0.025987839303847765,0.03474906133703571,0.9881278538812786
540,723 days,3.1093038402264734,1.7633218198123886,0.8830960423867275,0.025987839303847765,0.03474349779452473,0.9881278538812786
541,724 days,3.106973805646743,1.762661001340514,0.8815111625567852,0.02590290279042136,0.03469369807369209,0.9881278538812786
542,725 days,3.10827816128029,1.7630309586845858,0.8817110394804354,0.025738443219146992,0.034709911642310534,0.9881278538812786
543,726 days,3.115856614903837,1.7651789186662743,0.885185616414144,0.025987839303847765,0.03485281991381891,0.9881278538812786
544,727 days,3.1214782681005615,1.7667705759663763,0.8876227011034559,0.025988592541166824,0.03495494519008978,0.9881278538812786
545,728 days,3.1210787334409233,1.766657503151339,0.8885256950984058,0.026080834586191662,0.03500104809347825,0.9885844748858448
546,729 days,3.1159274195339495,1.7651989744881311,0.8869174652747676,0.026080834586191662,0.03495080949530853,0.989041095890411
547,730 days,3.1158401864960386,1.7651742651919777,0.8872759449887231,0.026080834586191662,0.03497616106401455,0.989041095890411
548,731 days,3.1160619776992964,1.7652370882403576,0.8875019873995174,0.02613023058918123,0.03499687885487324,0.989041095890411
549,732 days,3.118682042749216,1.7659790606768857,0.8881955313290005,0.02613023058918123,0.0350321257421357,0.989041095890411
550,733 days,3.1201415304690707,1.766392235736183,0.8889888308039894,0.026278384122263857,0.03506822244674524,0.989041095890411
551,734 days,3.120845564968296,1.7665915104993275,0.8894127405933285,0.026309713112088146,0.035092757832126446,0.989041095890411
552,735 days,3.1186012603890365,1.7659561886946789,0.8883231616845831,0.026309713112088146,0.03506336668365574,0.989041095890411
553,736 days,3.1170361420158996,1.7655129968413996,0.8872693103426764,0.026309713112088146,0.035036004286080905,0.989041095890411
554,737 days,3.1142211416142263,1.7647155979404234,0.8859342469491517,0.02628531292457342,0.034998436699473986,0.989041095890411
555,738 days,3.108876790004471,1.7632007231181794,0.8830852358827803,0.02613023058918123,0.034905735703294125,0.989041095890411
556,739 days,3.105269071426782,1.7621773666197118,0.8801910729502619,0.025988592541166824,0.03481330008388604,0.989041095890411
557,740 days,3.0968301271123484,1.7597812725200677,0.8764991649218544,0.02593963050133422,0.03469662647867016,0.989041095890411
558,741 days,3.095859806538531,1.7595055574048442,0.8759603948591989,0.02593963050133422,0.03470009144467761,0.989041095890411
559,742 days,3.0972815507472164,1.759909529137,0.8760311929961205,0.02593963050133422,0.034725105780243216,0.989041095890411
560,743 days,3.089385538707796,1.7576647970269519,0.8727180191888168,0.025736348584640995,0.034621540498818125,0.989041095890411
561,744 days,3.0778988386876627,1.7543941514630237,0.8678600529413943,0.025656243766672714,0.03445829311636179,0.989041095890411
562,745 days,3.0705105072031307,1.752287221662913,0.8647261317238253,0.025578157525774546,0.034357504719649254,0.989041095890411
563,746 days,3.066642735938951,1.7511832388242388,0.8631262053293706,0.025578157525774546,0.034316724921239085,0.989041095890411
564,747 days,3.0596183703078097,1.7491764834652361,0.8596859765891092,0.02549944223338068,0.03420602700296231,0.989041095890411
565,748 days,3.057587187401652,1.7485957758732154,0.8584899467285445,0.025578157525774546,0.034174664904028006,0.989041095890411
566,749 days,3.0578065402200885,1.7486584973116073,0.8588904402189235,0.02548911301960473,0.034200736580082956,0.989041095890411
567,750 days,3.0584907985787773,1.7488541387373555,0.8586314082155494,0.025461714997796963,0.0342015435968059,0.989041095890411
568,751 days,3.0597446238173296,1.749212572507221,0.8592214962580965,0.025415888166152516,0.03423562759983169,0.989041095890411
569,752 days,3.0546257047279597,1.7477487533189544,0.8565755294911321,0.025415888166152516,0.03414915710318048,0.989041095890411
570,753 days,3.050731215640594,1.7466342535403896,0.854674118675726,0.025349414846403108,0.034093381222019055,0.989041095890411
571,754 days,3.0468486464314064,1.7455224565818128,0.8529374971402449,0.02525175287118744,0.034041507817326205,0.9894977168949771
572,755 days,3.0416309099670142,1.7440272102140535,0.8505814082620899,0.025251731692479355,0.03396630874553912,0.9899543378995433
573,756 days,2.6923011960621226,1.6408233287170568,0.8383292774606493,0.025221305709228193,0.03308114123918726,0.9904109589041096
574,757 days,1.9969296360758275,1.4131276078528179,0.8155471420999361,0.02524858508808571,0.031357465579804455,0.991324200913242
575,758 days,1.2989957102006011,1.139734929797539,0.7911859969348704,0.02524858508808571,0.029571387664864418,0.9922374429223745
576,759 days,0.9528798494517445,0.976155648168746,0.7807329296671581,0.025251731692479355,0.02875099660935132,0.9926940639269406
577,760 days,0.9575246247186635,0.9785318721016008,0.7830390550094016,0.025327615512428407,0.028850414381161586,0.9931506849315068
578,761 days,0.9589781558702742,0.9792743006279059,0.7838443277553434,0.025327615512428407,0.028898863955011206,0.993607305936073
579,762 days,0.9512924190203897,0.975342206110445,0.780259693406827,0.025251731692479355,0.028780553545874554,0.993607305936073
580,763 days,0.9488326228191764,0.9740803985396567,0.7787087467857655,0.025221305709228193,0.028736717477988918,0.993607305936073
581,764 days,0.9475525905663673,0.9734231302811575,0.7768609296443986,0.02500988737520712,0.02867712292453171,0.993607305936073
582,765 days,0.9454656729891648,0.9723505916022085,0.7756028235649006,0.024872014045841533,0.028637719991726925,0.993607305936073
583,766 days,0.9539712625924218,0.9767145246142405,0.7776355286372523,0.024872014045841533,0.02872501542877616,0.993607305936073
584,767 days,0.9609581432318991,0.9802847255934876,0.7807674663518882,0.025221305709228193,0.02885141808136062,0.993607305936073
585,768 days,0.9658420853587842,0.9827726519184303,0.7820022488414401,0.02524858508808571,0.028907314695364436,0.993607305936073
586,769 days,0.9638828361509234,0.981775349125717,0.7805145851277571,0.02513295489442069,0.02886207466310118,0.993607305936073
587,770 days,0.9647799676432182,0.9822321353138566,0.7800183450374163,0.024872014045841533,0.02886329479195667,0.993607305936073
588,771 days,0.9656805025527992,0.9826904408575465,0.7796162207745088,0.024872014045841533,0.02886774333257998,0.993607305936073
589,772 days,0.9695916025322442,0.9846784259504441,0.7813112967361657,0.024872014045841533,0.028946017292031893,0.993607305936073
590,773 days,0.9823239648623019,0.9911225781215469,0.7849807092178094,0.025195975568244752,0.029102042149028926,0.993607305936073
591,774 days,0.9883116753652126,0.9941386600294813,0.7867727467781137,0.025195975568244752,0.029182473527757578,0.993607305936073
592,775 days,0.9918424410994977,0.9959128682266826,0.7877208030456675,0.025195975568244752,0.02923214386532146,0.993607305936073
593,776 days,0.9901933955418183,0.9950846172772536,0.7866374242965604,0.02513295489442069,0.029202732528847846,0.993607305936073
594,777 days,0.9879773869095216,0.993970516116812,0.7858810705502225,0.02513295489442069,0.029183274822012627,0.993607305936073
595,778 days,0.9894276401594941,0.9946997738812924,0.787241079309316,0.025221305709228193,0.02924001657666627,0.993607305936073
596,779 days,0.9916141776849323,0.9957982615394206,0.7881415926672768,0.025221305709228193,0.029279545554121617,0.993607305936073
597,780 days,0.9996894756619239,0.9998447257759197,0.7912066250208009,0.02524858508808571,0.029404814384567757,0.9926940639269406
598,781 days,1.0092459998865684,1.0046123629970758,0.7936403543507714,0.025251731692479355,0.02950933444034567,0.9917808219178083
599,782 days,1.01452349163691,1.0072355690884383,0.7937499298762763,0.025221305709228193,0.029526612926714033,0.9908675799086758
600,783 days,1.0184474209800685,1.0091815599683085,0.7941448826899882,0.02513295489442069,0.029551475545956045,0.9899543378995433
601,784 days,1.0125982287322841,1.0062793989406145,0.7917325844153021,0.024804226101506094,0.029469545645720355,0.9899543378995433
602,785 days,1.010261501900598,1.0051176557501107,0.7901289703341026,0.024804226101506094,0.02941728039698855,0.9899543378995433
603,786 days,1.0092632003526611,1.0046209237083712,0.7897436545842894,0.024788159866214632,0.029409814934411554,0.9899543378995433
604,787 days,1.0100443865599493,1.0050096450084194,0.7897507462753441,0.024788159866214632,0.029418153099639112,0.9899543378995433
605,788 days,1.007705935029164,1.0038455732975884,0.7888421296467301,0.024788159866214632,0.02939141106532074,0.9899543378995433
606,789 days,1.0064311750304034,1.0032104340717372,0.7880381179575686,0.024782327062109567,0.02936636302311019,0.9899543378995433
607,790 days,1.012488048533593,1.0062246511259765,0.7892932616141567,0.02457890810681395,0.02941887594111044,0.9899543378995433
608,791 days,1.0125200721993894,1.006240563781539,0.7888651725025793,0.024540940225140265,0.029409136883055603,0.9899543378995433
609,792 days,1.0027063980551871,1.0013522846906513,0.7834728913923198,0.024468864928253273,0.029219016010775,0.9899543378995433
610,793 days,0.9940816829353708,0.99703645015384,0.7785778410068719,0.024391657462736558,0.02904482037174104,0.9899543378995433
611,794 days,0.9877417544814323,0.9938519781544092,0.7745735243289678,0.02411023453215639,0.02890223871217976,0.9899543378995433
612,795 days,0.9793630637083763,0.9896277399650721,0.7700809928754266,0.02357349088773056,0.028740469502377502,0.9899543378995433
613,796 days,0.9754315250989335,0.9876393699619985,0.7682051610137742,0.023567788533296267,0.028674386129399234,0.9899543378995433
614,797 days,0.9754810785548912,0.9876644564602349,0.767042905724986,0.02334675035328192,0.02863656759328152,0.9899543378995433
615,798 days,0.9777235525837321,0.9887990456021547,0.7665376826381375,0.02333140324796355,0.028623488689887525,0.9899543378995433
616,799 days,0.9858296204897792,0.9928895308591884,0.7686693825375847,0.02334675035328192,0.028703599964644673,0.9899543378995433
617,800 days,0.9893402778158187,0.9946558589863222,0.7690594159841362,0.02333140324796355,0.02871803625919184,0.9899543378995433
618,801 days,0.9808537842789218,0.9903806259610098,0.7660944281825397,0.02333140324796355,0.02860787759480612,0.9904109589041096
619,802 days,0.9760611569605381,0.9879580744953391,0.7651429776878104,0.023251018025761794,0.028569938021334833,0.9908675799086758
620,803 days,0.9773116397691713,0.9885907342116713,0.7652385813627895,0.023143045145027543,0.028574252487261607,0.9908675799086758
621,804 days,0.9724233841877108,0.9861152996418374,0.7631152161094267,0.023193670908868595,0.028497398477279997,0.9908675799086758
622,805 days,0.9670657271204693,0.9833950005569834,0.7599100725205002,0.023034656323367406,0.028380180563638446,0.9908675799086758
623,806 days,0.965401029142356,0.9825482324763278,0.7590113494985073,0.023034656323367406,0.028345799680821706,0.9908675799086758
624,807 days,0.966317344435479,0.983014417206319,0.7600605447758604,0.023143045145027543,0.02837958385778257,0.9908675799086758
625,808 days,0.9893134962642035,0.9946423961727167,0.7630515696474618,0.023143045145027543,0.02849200083213275,0.9899543378995433
